Date,Time,Product,ISIN,Reference exchange,Venue,Quantity,Price,,Local value,,Value EUR,Exchange rate,AutoFX Fee,Transaction and/or third party fees EUR,Total EUR,Order ID,
28-05-2024,12:19,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,15,"31,4000",EUR,"-471,00",EUR,"-471,00",,"0,00","-1,00","-472,00",8d7d83dc-5d6b-4c74-82c7-3a3d18df5f92
28-05-2024,12:03,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,32,"92,1800",EUR,"-2949,76",EUR,"-2949,76",,"0,00","-1,00","-2950,76",2e3568f6-48b4-464b-ad99-1ddfd4bcffe6
22-04-2024,10:03,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,34,"88,1000",EUR,"-2995,40",EUR,"-2995,40",,"0,00","-1,00","-2996,40",6c3c0d32-cd25-4e97-83d0-903d15e7391f
08-04-2024,10:23,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,29,"90,2000",EUR,"-2615,80",EUR,"-2615,80",,"0,00","-1,00","-2616,80",8ca1dbcd-38c9-4305-9630-4b986e1c8d87
04-03-2024,12:08,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,33,"88,8000",EUR,"-2930,40",EUR,"-2930,40",,"0,00","-1,00","-2931,40",549606b2-02fd-48d9-a599-fd0fcb907d38
04-03-2024,12:08,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,11,"29,6400",EUR,"-326,04",EUR,"-326,04",,"0,00","-1,00","-327,04",2485527b-a600-4dbe-bdc6-93d8c8d663f2
31-01-2024,14:36,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,31,"85,3000",EUR,"-2644,30",EUR,"-2644,30",,"0,00","-1,00","-2645,30",d12a5332-8e59-43c0-b2c4-a0a658e371dd
02-01-2024,12:34,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"28,7000",EUR,"-287,00",EUR,"-287,00",,"0,00","-1,00","-288,00",d9800d6b-69d5-444a-97c4-261f6265bdf5
27-12-2023,09:19,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,33,"82,0400",EUR,"-2707,32",EUR,"-2707,32",,"0,00","-1,00","-2708,32",6077a607-84de-4587-bd39-84b87413a343
27-11-2023,10:05,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"27,8000",EUR,"-278,00",EUR,"-278,00",,"0,00","-1,00","-279,00",637dec1d-e9db-4bb2-a7c5-5c22d72719a5
27-11-2023,09:57,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,34,"78,6400",EUR,"-2673,76",EUR,"-2673,76",,"0,00","-1,00","-2674,76",39bcda9c-a766-4af9-81e5-6329fe0be108
23-10-2023,10:50,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,7,"26,6800",EUR,"-186,76",EUR,"-186,76",,"0,00","-3,00","-189,76",2c2ae518-7663-4dce-96ca-dd6f71365c43
23-10-2023,10:26,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,40,"75,0000",EUR,"-3000,00",EUR,"-3000,00",,"0,00","-1,00","-3001,00",e7472ae8-11c5-4dd2-a794-c796287507b7
03-10-2023,09:04,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,36,"77,1900",EUR,"-2778,84",EUR,"-2778,84",,"0,00","-1,00","-2779,84",a4d297d4-0721-4272-b075-65b40b00087c
03-10-2023,09:04,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"27,7070",EUR,"-277,07",EUR,"-277,07",,"0,00","-1,00","-278,07",4f657be9-fce1-4aef-88c3-bd8a13f0cfec
18-08-2023,16:51,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"75,6000",EUR,"-2797,20",EUR,"-2797,20",,"0,00","-1,00","-2798,20",05ae8a02-9f33-40fb-9658-ab2a79134265
02-08-2023,09:57,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,34,"78,1300",EUR,"-2656,42",EUR,"-2656,42",,"0,00","-1,00","-2657,42",08610318-cd42-45bc-8400-7843fa522bac
02-08-2023,09:55,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,12,"28,4620",EUR,"-341,54",EUR,"-341,54",,"0,00","-1,00","-342,54",faf862e8-d759-4748-a3e3-947f58109254
05-07-2023,12:15,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"77,1600",EUR,"-2854,92",EUR,"-2854,92",,"0,00","-1,00","-2855,92",dec82050-cc46-40a2-bfb3-f93cefa1f102
03-07-2023,16:36,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,14,"28,1500",EUR,"-394,10",EUR,"-394,10",,"0,00","-1,00","-395,10",c136f34e-dae3-41e3-9928-0f3522831b26
20-06-2023,10:13,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"28,2000",EUR,"-282,00",EUR,"-282,00",,"0,00","-1,00","-283,00",3818209f-ec24-4205-8e93-3d6bb8e26323
14-06-2023,14:55,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,38,"77,1000",EUR,"-2929,80",EUR,"-2929,80",,"0,00","-1,00","-2930,80",b7bedc4a-7be0-4561-bc1c-41eb13d47b22
05-04-2023,16:06,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,18,"27,1500",EUR,"-488,70",EUR,"-488,70",,"0,00",,"-488,70",7e161c04-5442-40f6-a02a-8d465cce4325
05-04-2023,09:10,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,41,"72,1000",EUR,"-2956,10",EUR,"-2956,10",,"0,00",,"-2956,10",6dfc3176-c340-4529-9879-2fec7b973c72
14-03-2023,17:18,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,36,"70,5800",EUR,"-2540,88",EUR,"-2540,88",,"0,00",,"-2540,88",25dd7bbc-a213-48b7-a36b-ab9d026011f9
02-03-2023,09:05,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"71,2900",EUR,"-2637,73",EUR,"-2637,73",,"0,00",,"-2637,73",289a6b46-0bc2-413e-b3f9-f70c52c11c86
01-02-2023,16:38,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"28,5500",EUR,"-285,50",EUR,"-285,50",,"0,00",,"-285,50",4ebc0904-f802-43cf-a1f8-b0f245f25bc2
01-02-2023,16:03,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,39,"71,8500",EUR,"-2802,15",EUR,"-2802,15",,"0,00",,"-2802,15",f03424b1-6e4e-42f5-b5f1-e06b77df5db8
06-01-2023,13:44,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,38,"69,5500",EUR,"-2642,90",EUR,"-2642,90",,"0,00",,"-2642,90",8d126126-502b-4659-9d7d-7b1a7bc961d5
06-01-2023,13:42,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,14,"27,9600",EUR,"-391,44",EUR,"-391,44",,"0,00",,"-391,44",a4341a40-1f9b-406e-88a2-2465ed61b61b
19-12-2022,15:47,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,40,"69,0000",EUR,"-2760,00",EUR,"-2760,00",,"0,00",,"-2760,00",93465cb1-6136-452f-bc5a-9ab85da8478e
05-12-2022,13:02,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,12,"27,7500",EUR,"-333,00",EUR,"-333,00",,"0,00",,"-333,00",8997c5ec-ddee-4f5e-bcbf-f1006e93ffda
05-12-2022,13:02,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"72,7000",EUR,"-2689,90",EUR,"-2689,90",,"0,00",,"-2689,90",4cf6cf1a-edce-4a68-bd03-b7a2f13bcca9
08-11-2022,15:41,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,14,"26,7700",EUR,"-374,78",EUR,"-374,78",,"0,00",,"-374,78",e0303609-2767-4f62-9994-1b209ce18316
08-11-2022,15:32,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"71,2000",EUR,"-2634,40",EUR,"-2634,40",,"0,00",,"-2634,40",26e4da71-bc25-4244-8ff1-e2d2b62fcc85
